Date,Symbol,Close
2024-01-02,MMM,89.84654235839844
2024-01-03,MMM,88.04145050048828
2024-01-04,MMM,88.3518295288086
2024-01-05,MMM,88.69487762451172
2024-01-08,MMM,88.91541290283203
2024-01-09,MMM,89.11144256591797
2024-01-10,MMM,88.4580078125
2024-01-11,MMM,88.96442413330078
2024-01-12,MMM,88.31098175048828
2024-01-16,MMM,87.91893005371094
2024-01-17,MMM,86.64473724365234
2024-01-18,MMM,86.93878936767578
2024-01-19,MMM,88.0169448852539
2024-01-22,MMM,88.22930908203125
2024-01-23,MMM,78.49321746826172
2024-01-24,MMM,76.1572036743164
2024-01-25,MMM,78.39520263671875
2024-01-26,MMM,78.40335845947266
2024-01-29,MMM,78.72190856933594
2024-01-30,MMM,78.20733642578125
2024-01-31,MMM,77.06383514404297
2024-02-01,MMM,78.33802032470703
2024-02-02,MMM,77.48856353759766
2024-02-05,MMM,75.74063873291016
2024-02-06,MMM,76.5819320678711
2024-02-07,MMM,76.64727020263672
2024-02-08,MMM,76.12452697753906
2024-02-09,MMM,75.8794937133789
2024-02-12,MMM,77.29253387451172
2024-02-13,MMM,75.68346405029297
2024-02-14,MMM,75.48743438720703
2024-02-15,MMM,76.70806121826172
2024-02-16,MMM,75.76976013183594
2024-02-20,MMM,76.24305725097656
2024-02-21,MMM,76.15171813964844
2024-02-22,MMM,76.58350372314453
2024-02-23,MMM,76.87413024902344
2024-02-26,MMM,76.24305725097656
2024-02-27,MMM,76.6416244506836
2024-02-28,MMM,75.94412994384766
2024-02-29,MMM,76.4921646118164
2024-03-01,MMM,76.27627563476562
2024-03-04,MMM,75.92752075195312
2024-03-05,MMM,76.96546936035156
2024-03-06,MMM,76.82430267333984
2024-03-07,MMM,76.90734100341797
2024-03-08,MMM,77.9701919555664
2024-03-11,MMM,78.0947494506836
2024-03-12,MMM,81.97250366210938
2024-03-13,MMM,86.4148941040039
2024-03-14,MMM,85.62605285644531
2024-03-15,MMM,87.18711853027344
2024-03-18,MMM,87.02104949951172
2024-03-19,MMM,87.45283508300781
2024-03-20,MMM,89.76951599121094
2024-03-21,MMM,89.57022857666016
2024-03-22,MMM,88.66514587402344
2024-03-25,MMM,87.05426025390625
2024-03-26,MMM,85.21917724609375
2024-03-27,MMM,86.8466796875
2024-03-28,MMM,88.07559967041016
2024-01-02,AOS,80.8088607788086
2024-01-03,AOS,78.10001373291016
2024-01-04,AOS,78.76481628417969
2024-01-05,AOS,78.42745971679688
2024-01-08,AOS,78.65567016601562
2024-01-09,AOS,79.22125244140625
2024-01-10,AOS,79.8563003540039
2024-01-11,AOS,80.03490447998047
2024-01-12,AOS,80.48141479492188
2024-01-16,AOS,80.35242462158203
2024-01-17,AOS,79.49909210205078
2024-01-18,AOS,79.95552062988281
2024-01-19,AOS,80.58064270019531
2024-01-22,AOS,81.48358917236328
2024-01-23,AOS,81.2156753540039
2024-01-24,AOS,79.70745849609375
2024-01-25,AOS,80.64016723632812
2024-01-26,AOS,80.29288482666016
2024-01-29,AOS,81.0172348022461
2024-01-30,AOS,79.41342163085938
2024-01-31,AOS,77.31153869628906
2024-02-01,AOS,79.26399993896484
2024-02-02,AOS,78.02877044677734
2024-02-05,AOS,76.79353332519531
2024-02-06,AOS,77.919189453125
2024-02-07,AOS,79.532958984375
2024-02-08,AOS,79.9413833618164
2024-02-09,AOS,80.23027038574219
2024-02-12,AOS,80.96742248535156
2024-02-13,AOS,78.94522857666016
2024-02-14,AOS,80.85784149169922
2024-02-15,AOS,80.6884994506836
2024-02-16,AOS,79.78199768066406
2024-02-20,AOS,79.33372497558594
2024-02-21,AOS,79.92146301269531
2024-02-22,AOS,80.30000305175781
2024-02-23,AOS,81.08695983886719
2024-02-26,AOS,81.27622985839844
2024-02-27,AOS,81.98350524902344
2024-02-28,AOS,82.57122802734375
2024-02-29,AOS,82.58119201660156
2024-03-01,AOS,83.61719512939453
2024-03-04,AOS,84.7727279663086
2024-03-05,AOS,83.36815643310547
2024-03-06,AOS,84.17504119873047
2024-03-07,AOS,86.3167724609375
2024-03-08,AOS,85.48995971679688
2024-03-11,AOS,84.98191833496094
2024-03-12,AOS,85.59954071044922
2024-03-13,AOS,85.82865905761719
2024-03-14,AOS,86.2868881225586
2024-03-15,AOS,86.75507354736328
2024-03-18,AOS,85.5298080444336
2024-03-19,AOS,86.4462661743164
2024-03-20,AOS,87.30296325683594
2024-03-21,AOS,89.53434753417969
2024-03-22,AOS,88.93665313720703
2024-03-25,AOS,87.70142364501953
2024-03-26,AOS,87.54203796386719
2024-03-27,AOS,88.50830841064453
2024-03-28,AOS,89.115966796875
2024-01-02,ABT,108.20829772949219
2024-01-03,ABT,107.88323211669922
2024-01-04,ABT,109.3214111328125
2024-01-05,ABT,109.14410400390625
2024-01-08,ABT,110.7201919555664
2024-01-09,ABT,111.04525756835938
2024-01-10,ABT,112.69029998779297
2024-01-11,ABT,112.34386444091797
2024-01-12,ABT,112.75958251953125
2024-01-16,ABT,112.6012191772461
2024-01-17,ABT,112.76948547363281
2024-01-18,ABT,112.85856628417969
2024-01-19,ABT,113.52174377441406
2024-01-22,ABT,113.02684020996094
2024-01-23,ABT,112.83877563476562
2024-01-24,ABT,109.64167022705078
2024-01-25,ABT,111.30455780029297
2024-01-26,ABT,110.86904907226562
2024-01-29,ABT,112.29437255859375
2024-01-30,ABT,112.3240737915039
2024-01-31,ABT,111.9974365234375
2024-02-01,ABT,113.32378387451172
2024-02-02,ABT,110.96802520751953
2024-02-05,ABT,110.51271057128906
2024-02-06,ABT,112.83877563476562
2024-02-07,ABT,112.15579986572266
2024-02-08,ABT,111.2847671508789
2024-02-09,ABT,110.67107391357422
2024-02-12,ABT,111.38375091552734
2024-02-13,ABT,110.20586395263672
2024-02-14,ABT,110.91853332519531
2024-02-15,ABT,112.4824447631836
2024-02-16,ABT,112.84867095947266
2024-02-20,ABT,115.4518814086914
2024-02-21,ABT,116.66934967041016
2024-02-22,ABT,117.8076400756836
2024-02-23,ABT,118.24315643310547
2024-02-26,ABT,117.48100280761719
2024-02-27,ABT,118.18376922607422
